Code,observations,date_start,date_end,close_mean,close_median,volume_mean,volume_median,zero_volume_rate,return_observations,return_mean,return_std,return_skew,return_kurtosis_excess,return_p01,return_p05,return_median,return_p95,return_p99,abs_return_gt_10pct_rate
13460,486,2024-05-31,2026-05-29,45391.234567901236,41145.0,26296.09670781893,19462.0,0.0,485,0.0011226022145130615,0.017121187807801242,-0.7505935368890425,13.175665056155259,-0.04371645134989215,-0.023843549059226633,0.0009997501457554847,0.024949608396974545,0.04808418600071318,0.004123711340206186
13480,486,2024-05-31,2026-05-29,3152.5411522633744,2924.5,128668.5267489712,69990.5,0.0,485,0.0007414833686842577,0.016893844294825988,-2.708326949045388,46.473071602603255,-0.03855421500437675,-0.0191958753032015,0.001321877257915105,0.020510055090085185,0.032449982624160455,0.004123711340206186
13490,444,2024-05-31,2026-05-29,16943.614864864863,16902.5,49.718468468468465,21.0,0.0,443,0.00015419377732248804,0.007810621347506362,-0.31316560886869627,2.21012719865655,-0.02134531966562534,-0.012762050195105701,0.0,0.011366148233724789,0.018741039583215692,0.0
13560,486,2024-05-31,2026-05-29,261.1835390946502,275.7,3190779.279835391,2113830.0,0.0,485,-0.0024078666442442255,0.029356365499476407,-0.20520503435597354,9.548744276463212,-0.06908322998524341,-0.04295653828349017,-0.0022684319746284487,0.03413978295773727,0.07414414705002793,0.01443298969072165
13570,486,2024-05-31,2026-05-29,9789.909465020575,11325.0,2819796.2559670783,1651682.5,0.0,485,-0.0033198223020236314,0.035059839698388696,-0.16112070085150873,9.922884400932672,-0.10810286789130728,-0.05419951791802156,-0.0011673153076472431,0.046831968445236405,0.09021186041224429,0.024742268041237112
13580,486,2024-05-31,2026-05-29,64459.588477366255,52555.0,16118.29012345679,13686.5,0.0,485,0.0020267157096469316,0.031787819398243614,-0.5509005211865496,5.222846516841322,-0.09571103585380059,-0.04739813356751057,0.0019365256186336666,0.04960571165736087,0.09119553809862307,0.018556701030927835
135A0,486,2024-05-31,2026-05-29,2646.9979423868313,2567.0,113277.98353909465,89650.0,0.0,485,0.0003847762496429609,0.04551492657351194,0.16145717996987316,3.63480286826063,-0.1050670659786137,-0.060211518065782066,-0.003530453799382549,0.07017157608965259,0.13297405042015767,0.041237113402061855
13600,486,2024-05-31,2026-05-29,240.21460905349795,278.04999999999995,70234941.87242799,52213650.0,0.0,485,-0.003310472231406438,0.03372365136516817,-0.3284206660403784,6.4372300752286,-0.10777677386854609,-0.0526881322977653,-0.002073972399129431,0.04633921577979723,0.08374625318763525,0.02268041237113402
13640,486,2024-05-31,2026-05-29,2821.798353909465,2630.0,12405.876543209877,5224.0,0.0,485,0.000741104280486418,0.013008843544763192,-0.10822270036740927,7.188394394187707,-0.035909941224941164,-0.018642889294246245,0.0012026459657610289,0.018658571213995143,0.03345507638862548,0.0
13650,486,2024-05-31,2026-05-29,2099.258436213992,1733.2,1194645.111111111,1005875.0,0.0,485,0.0019591913885456318,0.03299997379460574,-0.6206987355258254,6.585183882503454,-0.09350955547060838,-0.049998599539217814,0.0018954784987332829,0.04935082172649386,0.0932870143333786,0.020618556701030927
13660,486,2024-05-31,2026-05-29,247.3559670781893,284.0,3102217.7366255145,2198903.0,0.0,485,-0.0034003675073888957,0.03408616584826608,-0.4192296837867769,6.443820529490459,-0.10630017077772233,-0.05088884531139736,0.0,0.046345114005906886,0.08827066916872169,0.02268041237113402
13670,486,2024-05-31,2026-05-29,1782.370781893004,1525.2,223004.83950617284,160200.0,0.0,485,0.0012832054086365815,0.029272913626423872,-1.5085125504998944,14.811439033519038,-0.07701424457103488,-0.03764199692796772,0.002818491155554881,0.039131534572891084,0.06416946862397477,0.012371134020618556
13680,486,2024-05-31,2026-05-29,378.15432098765433,401.0,213798.96296296295,137298.0,0.0,485,-0.0024066198041461065,0.02854503646735116,-0.11813719118542108,8.037444801317852,-0.07169639348454024,-0.040701007609077064,-0.0033167526259942903,0.03643435593545925,0.07527235760032024,0.01443298969072165
13690,486,2024-05-31,2026-05-29,44096.50205761317,39860.0,7044.748971193416,3407.0,0.0,485,0.0011310283997896069,0.015662825225930693,-0.18488446946993403,4.936514652670171,-0.04495807090205943,-0.02206182275798838,0.0012653424439132976,0.025074429147468158,0.047190383966210614,0.0
